PID,Item,Perspective,Danger,Owning,Familiar,ATI,CookingFrequency,CookingAlone,CookingTogether,CookingExpertise
PID_1,Aluminum Foil,Self,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Aluminum Foil,Other,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Aluminum Foil,Robot,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Jug,Self,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Jug,Other,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Jug,Robot,5,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Grater,Self,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Grater,Other,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Grater,Robot,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Potato Masher,Self,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Potato Masher,Other,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Potato Masher,Robot,0,Yes,100,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Canister,Self,24,No,67,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Canister,Other,12,No,67,4.555555555555555,7.0,7.0,0.0,68.0
PID_1,Canister,Robot,3,No,67,4.555555555555555,7.0,7.0,0.0,68.0
PID_2,Muffin Tray,Self,12,Yes,76,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Muffin Tray,Other,0,Yes,76,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Muffin Tray,Robot,10,Yes,76,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Shaker,Self,2,Yes,99,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Shaker,Other,0,Yes,99,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Shaker,Robot,3,Yes,99,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Plate,Self,18,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Plate,Other,20,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Plate,Robot,41,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Scissors,Self,44,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Scissors,Other,42,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Scissors,Robot,72,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Trash Can,Self,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Trash Can,Other,2,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Trash Can,Robot,6,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mixing Bowl,Self,1,Yes,90,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mixing Bowl,Other,1,Yes,90,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mixing Bowl,Robot,2,Yes,90,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Piping Syringe,Self,15,No,11,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Piping Syringe,Other,7,No,11,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Piping Syringe,Robot,20,No,11,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Ladle,Self,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Ladle,Other,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Ladle,Robot,5,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Spatula,Self,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Spatula,Other,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Spatula,Robot,0,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mug,Self,17,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mug,Other,42,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_2,Mug,Robot,54,Yes,100,2.5555555555555554,7.0,7.0,0.0,3.0
PID_3,Mill,Self,27,No,0,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Mill,Other,0,No,0,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Mill,Robot,0,No,0,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Tea Sieve,Self,0,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Tea Sieve,Other,0,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Tea Sieve,Robot,0,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Pressure Cooker,Self,18,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Pressure Cooker,Other,0,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Pressure Cooker,Robot,0,No,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Container,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Container,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Container,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Deep Fryer,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Deep Fryer,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Deep Fryer,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Muffin Tray,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Muffin Tray,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Muffin Tray,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Egg Slicer,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Egg Slicer,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Egg Slicer,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Soup Plate,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Soup Plate,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Soup Plate,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Teapot,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Teapot,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Teapot,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Chopper,Self,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Chopper,Other,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_3,Chopper,Robot,0,Yes,100,5.333333333333333,6.0,5.0,7.0,69.0
PID_4,Scissors,Self,30,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Scissors,Other,71,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Scissors,Robot,71,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Kitchen Paper,Self,0,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Kitchen Paper,Other,0,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Kitchen Paper,Robot,0,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Pitter,Self,11,No,20,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Pitter,Other,29,No,20,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Pitter,Robot,10,No,20,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Chopsticks,Self,0,Yes,79,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Chopsticks,Other,0,Yes,79,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Chopsticks,Robot,16,Yes,79,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Mortar and Pestle,Self,28,No,18,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Mortar and Pestle,Other,4,No,18,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Mortar and Pestle,Robot,24,No,18,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Microplane,Self,4,Yes,69,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Microplane,Other,20,Yes,69,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Microplane,Robot,55,Yes,69,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Thermos,Self,36,Yes,90,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Thermos,Other,26,Yes,90,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Thermos,Robot,16,Yes,90,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Napkin,Self,12,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Napkin,Other,3,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Napkin,Robot,10,Yes,87,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Colander,Self,0,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Colander,Other,20,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Colander,Robot,23,Yes,95,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Cutting Board,Self,54,Yes,100,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Cutting Board,Other,64,Yes,100,3.3333333333333335,4.0,4.0,0.0,72.0
PID_4,Cutting Board,Robot,14,Yes,100,3.3333333333333335,4.0,4.0,0.0,72.0
PID_5,Kitchen Paper,Self,3,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Kitchen Paper,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Kitchen Paper,Robot,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pitter,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pitter,Other,1,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pitter,Robot,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Cookie Cutter,Self,2,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Cookie Cutter,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Cookie Cutter,Robot,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Blow Torch,Self,29,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Blow Torch,Other,22,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Blow Torch,Robot,87,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Chef's Knife,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Chef's Knife,Other,6,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Chef's Knife,Robot,95,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pot Holders,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pot Holders,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Pot Holders,Robot,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corer,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corer,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corer,Robot,54,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Straw,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Straw,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Straw,Robot,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Mortar and Pestle,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Mortar and Pestle,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Mortar and Pestle,Robot,74,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corkscrew,Self,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corkscrew,Other,0,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_5,Corkscrew,Robot,76,Yes,100,4.0,20.0,10.0,10.0,97.0
PID_6,Measuring Cups,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Measuring Cups,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Measuring Cups,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Jar,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Jar,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Jar,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Sieve,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Sieve,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Sieve,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Egg Separator,Self,0,No,61,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Egg Separator,Other,0,No,61,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Egg Separator,Robot,0,No,61,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Knife Sharpener,Self,33,Yes,72,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Knife Sharpener,Other,11,Yes,72,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Knife Sharpener,Robot,80,Yes,72,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Measuring Cup,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Measuring Cup,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Measuring Cup,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Peeler,Self,13,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Peeler,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Peeler,Robot,79,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Blow Torch,Self,21,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Blow Torch,Other,14,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Blow Torch,Robot,100,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Bottle Opener,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Bottle Opener,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Bottle Opener,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Mechanical Egg Beater,Self,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Mechanical Egg Beater,Other,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_6,Mechanical Egg Beater,Robot,0,Yes,100,4.333333333333333,12.0,10.0,2.0,67.0
PID_7,Poacher,Self,11,No,3,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Poacher,Other,17,No,3,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Poacher,Robot,14,No,3,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Tablecloth,Self,3,Yes,60,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Tablecloth,Other,16,Yes,60,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Tablecloth,Robot,10,Yes,60,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot,Self,5,Yes,76,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot,Other,32,Yes,76,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot,Robot,9,Yes,76,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pitter,Self,29,No,13,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pitter,Other,12,No,13,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pitter,Robot,15,No,13,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Chopsticks,Self,5,Yes,97,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Chopsticks,Other,12,Yes,97,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Chopsticks,Robot,1,Yes,97,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Espresso Milk Jug,Self,20,No,92,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Espresso Milk Jug,Other,15,No,92,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Espresso Milk Jug,Robot,25,No,92,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot Holders,Self,11,No,18,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot Holders,Other,10,No,18,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Pot Holders,Robot,12,No,18,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Bottle,Self,3,Yes,79,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Bottle,Other,1,Yes,79,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Bottle,Robot,8,Yes,79,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Scissors,Self,33,Yes,78,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Scissors,Other,47,Yes,78,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Scissors,Robot,60,Yes,78,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Thermos,Self,12,No,64,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Thermos,Other,2,No,64,3.4444444444444446,4.0,4.0,2.0,5.0
PID_7,Thermos,Robot,11,No,64,3.4444444444444446,4.0,4.0,2.0,5.0
PID_8,Coffee Dripper,Self,34,No,72,5.777777777777778,14.0,14.0,,73.0
PID_8,Coffee Dripper,Other,0,No,72,5.777777777777778,14.0,14.0,,73.0
PID_8,Coffee Dripper,Robot,30,No,72,5.777777777777778,14.0,14.0,,73.0
PID_8,Zester,Self,8,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Zester,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Zester,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Cracker,Self,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Cracker,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Cracker,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Corer,Self,33,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Corer,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Corer,Robot,35,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Mandoline,Self,61,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Mandoline,Other,92,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Mandoline,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Napkin,Self,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Napkin,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Napkin,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Pan,Self,9,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Pan,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Pan,Robot,73,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Espresso Cup,Self,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Espresso Cup,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Espresso Cup,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Coffeemaker,Self,0,No,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Coffeemaker,Other,0,No,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Coffeemaker,Robot,81,No,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Scraper,Self,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Scraper,Other,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_8,Scraper,Robot,0,Yes,100,5.777777777777778,14.0,14.0,,73.0
PID_9,Pot Holders,Self,26,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Pot Holders,Other,25,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Pot Holders,Robot,59,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Bowl,Self,5,Yes,99,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Bowl,Other,0,Yes,99,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Bowl,Robot,34,Yes,99,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Zipper Bag,Self,0,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Zipper Bag,Other,10,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Zipper Bag,Robot,36,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Brush,Self,0,Yes,72,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Brush,Other,0,Yes,72,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Brush,Robot,6,Yes,72,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Ramekin,Self,18,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Ramekin,Other,13,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Ramekin,Robot,37,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Poacher,Self,9,No,9,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Poacher,Other,59,No,9,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Poacher,Robot,84,No,9,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Spider,Self,30,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Spider,Other,62,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Spider,Robot,91,No,58,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Aluminum Foil,Self,0,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Aluminum Foil,Other,0,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Aluminum Foil,Robot,10,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Funnel,Self,17,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Funnel,Other,11,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Funnel,Robot,61,Yes,100,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Jar Opener,Self,79,No,32,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Jar Opener,Other,83,No,32,2.5555555555555554,8.0,7.0,1.0,64.0
PID_9,Jar Opener,Robot,93,No,32,2.5555555555555554,8.0,7.0,1.0,64.0
PID_10,Grater,Self,75,Yes,100,4.222222222222222,8.0,8.0,3.0,70.0
